# AU Suburbs Gazetteer (v0.4.1)
# Source: matthewproctor/australianpostcodes (CC0)
# Generated: 16165 unique suburb names
# Format: suburb_name|state1,state2,...
Devils Hole|NSW
Devils River|VIC
Deviot|TAS
Devlins Pound|SA
Devon Hills|TAS
Devon Meadows|VIC
Devon North|VIC
Devon Park|QLD,SA
Devonborough Downs|SA
Devoncourt Station|QLD
Devonport|TAS
Dewars Pool|WA
Dewhurst|VIC
Dewitt|NSW
Dharruk|NSW
Dhulura|NSW
Dhuragoon|NSW
Dhurringile|VIC
Diamantina Lakes|QLD
Diamond Bay|NSW
Diamond Beach|NSW
Diamond Creek|VIC
Diamond Head|NSW,QLD
Diamond Hill|VIC
Diamond Tree|WA
Diamond Valley|QLD
Diamondvale|QLD
Diamondy|QLD
Dianella|WA
Dicks Hill|NSW
Dickson|ACT
Dicky Beach|QLD
Dickygundi|NSW
Didcot|QLD
Diddillibah|QLD
Diehard|NSW
Digby|VIC
Diggers Camp|NSW
Diggers Rest|VIC
Diggora|VIC
Diggora West|VIC
Diglum|QLD
Dignams Creek|NSW
Dilkoon|NSW
Dilpurra|NSW
Dilston|TAS
Dimboola|VIC
Dimbulah|QLD
Dindiloa|WA
Dingabledinga|SA
Dingadee|NSW
Dingee|VIC
Dingley Village|VIC
Dingo|QLD
Dingo Beach|QLD
Dingo Forest|NSW
Dingo Pocket|QLD
Dingup|WA
Dingwall|VIC
Dinmore|QLD
Dinner Plain|VIC
Dinninup|WA
Dinoga|NSW
Direk|SA
Dirk Hartog|WA
Dirk Hartog Island|WA
Dirnaseer|NSW
Dirnbir|QLD
Dirranbandi|QLD
Dirty Creek|NSW
Dismal Swamp|SA
Dittmer|QLD
Diwan|QLD
Dixalea|QLD
Dixie|QLD,VIC
Dixons Creek|VIC
Dixvale|WA
Djarawong|QLD
Djiru|QLD
Djuan|QLD
Djugun|WA
Dobie|VIC
Dobies Bight|NSW
Doboy|QLD
Docker|VIC
Docker River|NT
Dockers Plains|VIC
Docklands|VIC
Doctor Creek|QLD
Doctor George Mountain|NSW
Doctors Flat|VIC
Doctors Gap|NSW
Doctors Point|TAS
Doctors Rocks|TAS
Dodges Ferry|TAS
Dodsworth|NSW
Dog Rocks|NSW
Dog Swamp|WA
Dog Trap Crossing|NSW
Dohles Rocks|QLD
Dolans Bay|NSW
Dollar|VIC
Dolls Point|NSW
Dollys Flat|NSW
Dolphin Heads|QLD
Dolphin Point|NSW
Dolphin Sands|TAS
Domain Road Po|VIC
Dombarton|NSW
Domville|QLD
Don|TAS
Don Valley|VIC
Donald|VIC
Donald Creek|NSW
Doncaster|VIC
Doncaster East|VIC
Doncaster Heights|VIC
Dondingalong|NSW
Dongara|WA
Dongolocking|WA
Donnelly River|WA
Donnellyville|NSW
Donnybrook|QLD,VIC,WA
Donovans|SA
Donovans Forest|NSW
Donvale|VIC
Doobarda|WA
Dooboobetic|VIC
Doodenanning|WA
Doodlakine|WA
Dooen|VIC
Dookie|VIC
Doolandella|QLD
Doolbi|QLD
Doomadgee|QLD
Doomben|QLD
Doon Ayre|NSW
Doon Doon|NSW
Doonan|QLD
Doonbah|NSW
Doongin|WA
Doongul|QLD
Doonside|NSW
Dooralong|NSW
Dora Creek|NSW
Doreen|VIC
Dorodong|VIC
Dorre Island|WA
Dorrigo|NSW
Dorrigo Mountain|NSW
Dorrigo North|NSW
Dorrington|QLD
Dorroughby|NSW
Dorset Vale|SA
Dotswood|QLD
Double Bay|NSW
Double Bridges|VIC
Doubleview|WA
Doubtful Creek|NSW
Doughboy|QLD
Douglas|QLD,VIC
Douglas Park|NSW
Douglas Point|SA
Douglas Point South|SA
Douglas River|TAS
Douglas-Apsley|TAS
Douglas-Daly|NT
Dover|TAS
Dover Gardens|SA
Dover Heights|NSW
Doveton|VIC
Dowar Islet|QLD
Dowerin|WA
Dowling|SA
Dowlingville|SA
Down River|QLD
Downer|ACT
Downlands|TAS
Downsfield|QLD
Downside|NSW
Dows Creek|QLD
Dowsing Point|TAS
Doyalson|NSW
Doyalson North|NSW
Doyles Creek|NSW
Doyles River|NSW
Drake|NSW
Drake Village|NSW
Draper|QLD
Drayton|QLD
Drayton North|QLD
Dreeite|VIC
Dreeite South|VIC
Drewvale|QLD
Driffield|VIC
Drik Drik|VIC
Drildool|NSW
Drillham|QLD
Drillham South|QLD
Drinan|QLD
Dripstone|NSW
Driver|NT
Dromana|VIC
Drome|WA
Dromedary|QLD,TAS
Dropmore|VIC
Drouin|VIC
Drouin East|VIC
Drouin South|VIC
Drouin West|VIC
Drumanure|VIC
Drumborg|VIC
Drumcondra|VIC
Drummartin|VIC
Drummond|VIC
Drummond Cove|WA
Drummond North|VIC
Drummondslope|QLD
Drummoyne|NSW
Drung|VIC
Dry Creek|NSW,SA
Dry Diggings|VIC
Dry Plain|NSW
Dryandra|WA
Drysdale|VIC
Drysdale River|WA
Duaringa|QLD
Dubbo|NSW
Dubbo Dc|NSW
Dubbo East|NSW
Dubbo Grove|NSW
Dubbo West|NSW
Dublin|SA
Duchembegarra|VIC
Duchess|QLD
Duck Creek|NSW
Duck Ponds|SA
Duckenfield|NSW
Duckinwilla|QLD
Ducklo|QLD
Duckmaloi|NSW
Dudawa|WA
Dudinin|WA
Dudley|NSW
Dudley East|SA
Dudley Park|SA,WA
Dudley West|SA
Duffy|ACT
Duffys Forest|NSW
Dugandan|QLD
Dugays Bridge|VIC
Duingal|QLD
Dukin|WA
Dulacca|QLD
Dulbelling|WA
Dulcot|TAS
Dulguigan|NSW
Dulkaninna|SA
Dulong|QLD
Dululu|QLD
Dulwich|SA
Dulwich Hill|NSW
Dulyalbin|WA
Dum Dum|NSW
Dumaresq|NSW
Dumaresq Island|NSW
Dumaresq Valley|NSW
Dumbalk|VIC
Dumbalk North|VIC
Dumbarton|WA
Dumberning|WA
Dumbleton|QLD
Dumbleyung|WA
Dumbudgery|NSW
Dumgree|QLD
Dumosa|VIC
Dumpy Creek|QLD
Dunach|VIC
Dunalley|TAS
Dunbible|NSW
Dunbogan|NSW
Duncan|SA
Duncans Creek|NSW
Duncraig|WA
Dundarrah|QLD
Dundas|NSW,QLD,WA
Dundas Valley|NSW
Dundathu|QLD
Dundee|NSW
Dundee Beach|NT
Dundee Downs|NT
Dundee Forest|NT
Dundonnell|VIC
Dundowran|QLD
Dundowran Beach|QLD
Dundula|QLD
Dundula Creek|QLD
Dundurrabin|NSW
Dunearn|VIC
Dunedoo|NSW
Dungarubba|NSW
Dungay|NSW
Dungeree|NSW
Dungog|NSW
Dungowan|NSW
Dunk|QLD
Dunkeld|NSW,QLD,VIC
Dunkirk|VIC
Dunlop|ACT
Dunluce|VIC
Dunmarra|NT
Dunmora|QLD
Dunmore|NSW,QLD
Dunn Rock|WA
Dunneworthy|VIC
Dunnrock|QLD
Dunnstown|VIC
Dunolly|NSW,VIC
Dunoon|NSW
Dunorlan|TAS
Dunrobin|QLD,VIC
Duns Creek|NSW
Dunsborough|WA
Duntroon|ACT
Dunville Loop|NSW
Dunwich|QLD
Durack|NT,QLD,WA
Durah|QLD
Dural|NSW
Dural Dc|NSW
Duramana|NSW
Duranbah|NSW
Duranillin|WA
Durawah|WA
Durdidwarrah|VIC
Durham|QLD
Durham Downs|QLD,SA
Durham Lead|VIC
Durham Ox|VIC
Duri|NSW
Duroby|NSW
Durong|QLD
Durong South|QLD
Durran Durra|NSW
Durras North|NSW
Durren Durren|NSW
Dusodie|NSW
Dutson|VIC
Dutson Downs|VIC
Dutton|SA
Dutton East|SA
Dutton Park|QLD
Dutton River|QLD
Dutton Way|VIC
Duval|NSW
Duverney|VIC
Dwarda|WA
Dwellingup|WA
Dyers Crossing|NSW
Dykehead|QLD
Dynevor|QLD
Dynnyrne|TAS
Dyraaba|NSW
Dyraaba Central|NSW
Dyraaba Creek|NSW
Dyrring|NSW
Dysart|QLD,TAS,VIC
D’Aguilar|QLD
D’Estrees Bay|SA
Eagle Bay|WA
Eagle Farm|QLD
Eagle Farm Bc|QLD
Eagle Heights|QLD
Eagle Junction|QLD
Eagle On The Hill|SA
Eagle Point|VIC
Eagle Vale|NSW
Eagleby|QLD
Eaglefield|QLD
Eaglehawk|VIC
Eaglehawk Neck|TAS
Eaglehawk North|VIC
Eaglemont|VIC
Eagleton|NSW
Earlston|VIC
Earlville|QLD
Earlville Bc|QLD
Earlwood|NSW
East Albury|NSW
East Arm|NT
East Armidale|NSW
East Arnhem|NT
East Augusta|WA
East Bairnsdale|VIC
East Ballidu|WA
East Ballina|NSW
East Barron|QLD
East Bendigo|VIC
East Beverley|WA
East Bowes|WA
East Bowral|NSW
East Branxton|NSW
East Brisbane|QLD
East Bunbury|WA
East Cam|TAS
East Cannington|WA
East Carnarvon|WA
East Chapman|WA
East Cooyar|QLD
East Coraki|NSW
East Corrimal|NSW
East Creek|QLD
East Damboring|WA
East Deep Creek|QLD
East Devonport|TAS
East End|QLD
East Feluga|QLD
East Fremantle|WA
East Geelong|VIC
East Gosford|NSW
East Greenmount|QLD
East Gresford|NSW
East Haldon|QLD
East Hills|NSW
East Innisfail|QLD
East Ipswich|QLD
East Jindabyne|NSW
East Kangaloon|NSW
East Kempsey|NSW
East Killara|NSW
East Kurrajong|NSW
East Launceston|TAS
East Lindfield|NSW
East Lismore|NSW
East Lynne|NSW
East Lyons River|WA
East Mackay|QLD
East Maitland|NSW
East Melbourne|VIC
East Moonta|SA
East Munglinup|WA
East Murchison|WA
East Nabawa|WA
East Nanango|QLD
East Nannup|WA
East Newdegate|WA
East Palmerston|QLD
East Perth|WA
East Pingelly|WA
East Point|NT
East Popanyinning|WA
East Ridgley|TAS
East Rockingham|WA
East Russell|QLD
East Ryde|NSW
East Sale|VIC
East Sale Raaf|VIC
East Seaham|NSW
East Side|NT
East Tamworth|NSW
East Toowoomba|QLD
East Trinity|QLD
East Victoria Park|WA
East Wagga Wagga|NSW
East Wangaratta|VIC
East Warburton|VIC
East Wardell|NSW
East Wellington|SA
East Wickepin|WA
East Yeoburn|VIC
East Yuna|WA
Eastbrook|WA
Eastern Creek|NSW
Eastern Heights|QLD
Eastern Suburbs Mc|NSW
Eastern View|VIC
Eastgardens|NSW
Eastlake|QLD
Eastlakes|NSW
Eastville|VIC
Eastwood|NSW,SA,VIC
Eaton|NT,QLD,WA
Eatons Hill|QLD
Eatonsville|NSW
Eba|SA
Eba Anchorage|SA
Ebbw Vale|QLD
Ebden|VIC
Ebenezer|NSW,QLD,SA
Ebor|NSW
Eccleston|NSW
Echuca|VIC
Echuca East|VIC
Echuca South|VIC
Echuca Village|VIC
Echuca West|VIC
Echunga|SA
Ecklin South|VIC
Edderton|NSW
Eddington|VIC
Eddystone|TAS
Eddystone Point|TAS
Eden|NSW
Eden Creek|NSW
Eden Hill|WA
Eden Hills|SA
Eden Park|VIC
Eden Valley|SA
Edenhope|VIC
Edens Landing|QLD
Edensor Park|NSW
Edenville|NSW
Edgcumbe Beach|TAS
Edge Hill|QLD
Edgecliff|NSW
Edgecombe|VIC
Edgeroi|NSW
Edgewater|WA
Edgeworth|NSW
Edi|VIC
Edi Upper|VIC
Ediacara|SA
Edilillie|SA
Edillilie|SA
Edinburgh|SA
Edinburgh North|SA
Edinburgh Raaf|SA
Edith|NSW,NT
Edith Creek|TAS
Edith River|NT
Edithburgh|SA
Edithvale|VIC
Edmondson Park|NSW
Edmonton|QLD
Edrom|NSW
Edward River|QLD
Edwardstown|NSW,SA
Eenaweena|NSW
Eerwah Vale|QLD
Eganstown|VIC
Eganu|WA
Egg Lagoon|TAS
Eggs And Bacon Bay|TAS
Eglinton|NSW,WA
Egypt|QLD
Eidsvold|QLD
Eidsvold East|QLD
Eidsvold West|QLD
Eight Mile Creek|QLD,SA
Eight Mile Plains|QLD
Eighteen Mile|NSW
Eighty Mile Beach|WA
Eildon|VIC
Eildon Hill|QLD
Eimeo|QLD
Einasleigh|QLD
Ekibin|QLD
El Arish|QLD
Elabbin|WA
Elachbutting|WA
Elaine|VIC
Elaman Creek|QLD
Elands|NSW
Elanora|QLD
Elanora Heights|NSW
Elberton|VIC
Elbow Valley|QLD
Elcombe|NSW
Elderslie|NSW,TAS
Eldorado|VIC
Electra|QLD
Electrona|TAS
Eleebana|NSW
Elermore Vale|NSW
Elevated Plains|VIC
Elgin|QLD,WA
Elgin Vale|QLD
Eli Waters|QLD
Elimbah|QLD
Elingamite|VIC
Elingamite North|VIC
Elizabeth|SA
Elizabeth Bay|NSW
Elizabeth Beach|NSW
Elizabeth Downs|SA
Elizabeth East|SA
Elizabeth Grove|SA
Elizabeth Hills|NSW
Elizabeth Island|VIC
Elizabeth North|SA
Elizabeth Park|SA
Elizabeth South|SA
Elizabeth Town|TAS
Elizabeth Vale|SA
Elizabeth West|SA
Elizabeth West Dc|SA
Ellalong|NSW
Elland|NSW
Ellangowan|NSW,QLD
Ellaswood|VIC
Elleker|WA
Ellen Grove|QLD
Ellenborough|NSW
Ellenbrook|WA
Ellenbrook East|WA
Ellendale|TAS,WA
Ellerbeck|QLD
Ellerslie|NSW,VIC
Ellerston|NSW
Ellesmere|QLD
Elliminyt|VIC
Ellinbank|VIC
Ellinjaa|QLD
Ellinthorp|QLD
Elliott|NT,QLD,TAS
Elliott Heads|QLD
Ellis Beach|QLD
Ellis Lane|NSW
Elliston|SA
Elmhurst|VIC
Elmore|VIC
Elong Elong|NSW
Elphin|TAS
Elphinstone|QLD,VIC
Elrington|NSW
Elrundie|NT
Elsey|NT
Elsey Station|NT
Elsmore|NSW
Elsternwick|VIC
Eltham|NSW,VIC
Eltham North|VIC
Elvina Bay|NSW
Elwick|TAS
Elwomple|SA
Elwood|VIC
Embleton|WA
Emerald|QLD,VIC
Emerald Beach|NSW
Emerald Hill|NSW
Emeroo|SA
Emerton|NSW
Emita|TAS
Emmaville|NSW
Empire Bay|NSW
Empire Vale|NSW
Emu|VIC
Emu Bay|SA
Emu Creek|QLD,VIC
Emu Downs|SA
Emu Flat|SA,VIC,WA
Emu Heights|NSW,TAS
Emu Hill|WA
Emu Park|QLD
Emu Plains|NSW
Emu Point|WA
Emu Swamp|NSW
Emu Vale|QLD
Emungalan|NT
Encounter Bay|SA
Endeavour Hills|VIC
Endrick|NSW
Eneabba|WA
Enfield|NSW,SA,VIC
Enfield Plaza|SA
Enfield South|NSW
Engadine|NSW
Engawala|NT
England Creek|QLD
Englefield|VIC
Englorie Park|NSW
Enmore|NSW
Enngonia|NSW
Ennuin|WA
Enochs Point|VIC
Enoggera|QLD
Enoggera Reservoir|QLD
Ensay|VIC
Ensay North|VIC
Environa|NSW
Eppalock|VIC
Epping|NSW,VIC
Epping Dc|VIC
Epping Forest|TAS
Epsom|QLD,VIC
Eradu|WA
Eradu South|WA
Erakala|QLD
Eraring|NSW
Ercildoune|VIC
Eremerang|NSW
Erica|VIC
Erigolia|NSW
Erin Vale|NSW
Erina|NSW
Erina Fair|NSW
Erina Heights|NSW
Erindale|SA
Erindale Centre|ACT
Eringa|SA
Erith|SA
Erlando Beach|QLD
Erldunda|NT
Ermington|NSW
Ernabella|NT
Ernabella (Pukatja)|NT
Ernestina|QLD
Erobin|QLD
Eromanga|QLD
Erowal Bay|NSW
Erriba|TAS
Errinundra|VIC
Errowanbang|NSW
Erskine|SA,WA
Erskine Park|NSW
Erskineville|NSW
Erub|QLD
Erub Island|QLD
Erudgere|NSW
Erudina|SA
Eschol|NSW
Eschol Park|NSW
Esk|NSW,QLD
Eskdale|QLD,VIC
Esmeralda|QLD
Esmond|VIC
Esperance|WA
Essendon|VIC
Essendon Fields|VIC
Essendon North|VIC
Essendon West|VIC
Essington|NSW
Estella|NSW
Etadunna|SA
Ethelton|SA
Etmilyn|WA
Etna Creek|QLD
Eton|QLD
Eton North|QLD
Ettalong Beach|NSW
Ettamogah|NSW
Ettrema|NSW
Ettrick|NSW,SA
Etty Bay|QLD
Euabalong|NSW
Euabalong West|NSW
Eubenangee|QLD
Euberta|NSW
Euchareena|NSW
Eucla|WA
Eucumbene|NSW
Eudlo|QLD
Eudunda|SA
Eugenana|TAS
Eugowra|NSW
Eukey|QLD
Eulah Creek|NSW
Euleilah|QLD
Eulo|QLD
Eulomogo|NSW
Eumamurrin|QLD
Eumemmerring|VIC
Eumundi|QLD
Eumungerie|NSW
Eunanoreenya|NSW
Eungai Creek|NSW
Eungai Rail|NSW
Eungella|NSW,QLD
Eungella Dam|QLD
Eungella Hinterland|QLD
Eunonoreenya|NSW
Eurack|VIC
Euramo|QLD
Eurardy|WA
Eureka|NSW,QLD,VIC
Eurelia|SA
Eurella|QLD
Eurimbla|NSW
Eurimbula|NSW,QLD
Euriowie|NSW
Euroa|VIC
Eurobin|VIC
Eurobodalla|NSW
Euroka|NSW
Euroley|NSW
Eurombah|QLD
Euromina|SA
Eurong|QLD
Eurongilly|NSW
Eurunderee|NSW
Euston|NSW
Euthulla|QLD
Eva Valley|NT
Evandale|SA,TAS
Evans Head|NSW
Evans Landing|QLD
Evans Plains|NSW
Evansford|VIC
Evanslea|QLD
Evanston|SA
Evanston Gardens|SA
Evanston Park|SA
Evanston South|SA
Evatt|ACT
Eveleigh|NSW
Evelyn|QLD
Evelyn Downs|SA
Everard Central|SA
Everard Park|SA
Evergreen|QLD
Eversley|VIC
Everton|VIC
Everton Hills|QLD
Everton Park|QLD
Everton Upper|VIC
Eviron|NSW
Ewingar|NSW
Ewingsdale|NSW
Ewlyamartup|WA
Exeter|NSW,SA,TAS
Exford|VIC
Exmouth|WA
Exmouth Gulf|WA
Export Park|SA
Exton|TAS
Eynesbury|VIC
Eyre|SA
Fadden|ACT
Failford|NSW
Fairbairn Raaf|ACT
Fairbank|VIC
Fairbridge|WA
Fairdale|QLD
Fairfield|NSW,QLD,VIC
Fairfield East|NSW
Fairfield Gardens|QLD
Fairfield Heights|NSW
Fairfield West|NSW
Fairhaven|VIC
Fairholme|NSW
Fairley|VIC
Fairlight|NSW
Fairney View|QLD
Fairview Park|SA
Fairy Bower|QLD
Fairy Dell|VIC
Fairy Hill|NSW
Fairy Meadow|NSW
Fairyland|QLD
Fairymead|QLD
Faithfull|NSW
Falbrook|NSW
Falcon|WA
Falconer|NSW
Falls Creek|NSW,VIC
Falmouth|TAS
False Bay|SA
Fannie Bay|NT
Far Meadow|NSW
Faraday|VIC
Faraway Hill|SA
Fargunyah|NSW
Farina|SA
Farina Station|SA
Farleigh|QLD
Farley|NSW
Farm Beach|SA
Farmborough Heights|NSW
Farnborough|QLD
Farnham|NSW
Farnsfield|QLD
Farrants Hill|NSW
Farrar|NT
Farrars Creek|QLD
Farrell Flat|SA
Farrer|ACT
Farringdon|NSW
Fassifern|NSW,QLD
Fassifern Valley|QLD
Faulconbridge|NSW
Faulkland|NSW
Fawcett|VIC
Fawcetts Plain|NSW
Fawkner|VIC
Fawkner East|VIC
Fawkner North|VIC
Federal|NSW,QLD
Felixstow|SA
Felton|QLD
Felton East|QLD
Felton South|QLD
Feluga|QLD
Fennell Bay|NSW
Fentonbury|TAS
Fentons Creek|VIC
Ferguson|VIC,WA
Fern Bay|NSW
Fern Gully|NSW
Fern Hill|VIC
Fern Tree|TAS
Fernances|NSW
Fernances Crossing|NSW
Fernbank|VIC
Fernbank Creek|NSW
Fernbrook|NSW
Ferndale|VIC,WA
Ferney|QLD
Fernhill|NSW
Fernihurst|VIC
Fernlees|QLD
Fernleigh|NSW
Fernmount|NSW
Fernshaw|VIC
Fernside|NSW
Ferntree Gully|VIC
Fernvale|NSW,QLD,VIC
Ferny Creek|VIC
Ferny Glen|QLD
Ferny Grove|QLD
Ferny Hills|QLD
Ferny Hills Dc|QLD
Ferodale|NSW
Ferryden Park|SA
Feysville|WA
Ficks Crossing|QLD
Fiddletown|NSW
Field|SA
Fielding|QLD
Fieldstone|VIC
Fiery Flat|VIC
Fifield|NSW
Fifteen Mile|QLD
Fig Tree Pocket|QLD
Figtree|NSW
Fimiston|WA
Finch Hatton|QLD
Findon|SA
Findon Creek|NSW
Fine Flower|NSW
Fingal|TAS,VIC
Fingal Bay|NSW
Fingal Head|NSW
Finke|NT
Finlay Vale|QLD
Finlayvale|QLD
Finley|NSW
Finnie|QLD
Finniss|SA
Finniss Valley|NT
Finucane|WA
Firefly|NSW
Firle|SA
Fischer|SA
Fish Creek|VIC
Fish Point|VIC
Fisher|ACT,QLD,SA
Fisherman Bay|SA
Fishermans Bay|NSW
Fishermans Paradise|NSW
Fishermans Pocket|QLD
Fishermans Reach|NSW
Fishers Hill|NSW
Fishery Falls|QLD
Fishing Point|NSW
Fiskville|VIC
Fitzgerald|TAS,WA
Fitzgerald Bay|SA
Fitzgerald Creek|QLD
Fitzgerald River National Park|WA
Fitzgeralds Mount|NSW
Fitzgeralds Valley|NSW
Fitzgibbon|QLD
Fitzroy|SA,VIC
Fitzroy Crossing|WA
Fitzroy Falls|NSW
Fitzroy Island|QLD
Fitzroy North|VIC
Five Dock|NSW
Five Miles|SA
Five Ways|NSW,VIC
Flaggy Creek|VIC
Flaggy Rock|QLD
Flagstaff|VIC
Flagstaff Gully|TAS
Flagstaff Hill|SA
Flagstone|QLD
Flagstone Creek|QLD
Flametree|QLD
Flamingo Beach|VIC
Flat Tops|NSW
Flaxley|SA
Flaxman Valley|SA
Flaxton|QLD
Fleming|NT
Flemington|VIC
Fletcher|NSW,QLD
Fletcher Creek|QLD
Fleurbaix|QLD
Flinders|NSW,VIC
Flinders Chase|SA
Flinders Lakes|QLD
Flinders Naval Depot|VIC
Flinders Park|SA
Flinders Ranges|SA
Flinders University|SA
Flinders View|QLD
Flint|WA
Flinton|QLD
Flintstone|TAS
Flora Hill|VIC
Floraville|NSW
Floreat|WA
Floreat Forum|WA
Florence Bay|QLD
Florentine|TAS
Florey|ACT
Florida Gardens|QLD
Florina|NT
Florina Station|SA
Flowerdale|TAS,VIC
Flowerpot|TAS
Flowery Gully|TAS
Fly Creek|NT
Flyers Creek|NSW
Flying Fish Point|QLD
Flying Fox|NT,QLD
Flynn|ACT,NT,VIC,WA
Flynns Beach|NSW
Flynns Creek|VIC
Footscray|VIC
Forbes|NSW,VIC
Forbes Creek|NSW
Forbes River|NSW
Forbesdale|NSW
Forces|NSW
Forcett|TAS
Forde|ACT
Fords|SA
Fords Bridge|NSW
Fordsdale|QLD
Fordwich|NSW
Foreshores|QLD
Forest|TAS
Forest Creek|QLD
Forest Glade|QLD
Forest Glen|NSW,QLD
Forest Grove|NSW,WA
Forest Hill|NSW,QLD,VIC,WA
Forest Lake|QLD
Forest Land|NSW
Forest Lodge|NSW
Forest Range|SA
Forest Reefs|NSW
Forest Ridge|QLD
Forest Springs|QLD
Forestdale|QLD
Forester|TAS
Foresthome|QLD
Forestvale|QLD
Forestville|NSW,SA
Forge Creek|VIC
Fork Lagoons|QLD
Formartin|QLD
Forrest|ACT,VIC,WA
Forrest Beach|QLD,WA
Forrestania|WA
Forrestdale|WA
Forresters Beach|NSW
Forrestfield|WA
Forreston|SA
Forsayth|QLD
Forster|NSW,SA
Forster Shopping Village|NSW
Fortescue|TAS,WA
Forth|TAS
Forthside|TAS
Fortis Creek|NSW
Fortitude Valley|QLD
Fortitude Valley Bc|QLD
Forty Mile|QLD
Fossilbrook|QLD
Foster|VIC
Foster North|VIC
Fosters Valley|NSW
Fosterton|NSW
Fosterville|VIC
Foul Bay|SA
Foulden|QLD
Fountain|SA
Fountain Gate|VIC
Fountaindale|NSW
Four Corners|NSW
Four Mile Beach|QLD
Four Mile Creek|NSW,TAS
Four Ways|QLD
Fowlers Bay|SA
Fowlers Gap|NSW
Fox|SA
Foxdale|QLD
Foxground|NSW
Foxhow|VIC
Frahns|SA
Framlingham|VIC
Framlingham East|VIC
Frances|SA
Francois Peron National Park|WA
Frankfield|QLD
Frankford|TAS
Frankland|WA
Frankland River|WA
Franklin|ACT,TAS
Franklinford|VIC
Franklyn|SA
Frankston|VIC
Frankston East|VIC
Frankston Heights|VIC
Frankston North|VIC
Frankston South|VIC
Frankton|SA
Fraser|ACT
Fraser Island|QLD
Fraser Range|WA
Fraser Rise|VIC
Frayville|SA
Frazer Park|NSW
Frazers Creek|NSW
Frazerview|QLD
Fredericksfield|QLD
Frederickton|NSW
Freds Pass|NT
Freeburgh|VIC
Freeburn Island|NSW
Freeling|SA
Freemans|NSW
Freemans Reach|NSW
Freemans Waterhole|NSW
Freemantle|NSW
Freestone|QLD
Fregon|NT
Fremantle|WA
French Island|VIC
French Park|NSW
Frenches Creek|QLD
Frenchman Bay|WA
Frenchmans|VIC
Frenchs Forest|NSW,QLD
Frenchs Forest East|NSW
Frenchville|QLD
Freshwater|NSW,QLD
Freshwater Creek|VIC
Freshwater Point|QLD
Frewville|SA
Freycinet|TAS
Friday Pocket|QLD
Friendly Beaches|TAS
Frog Rock|NSW
Frogmore|NSW
Frogs Hollow|NSW
Frome Downs|SA
Fruitgrove|QLD
Fryerstown|VIC
Frying Pan|NSW
Fulham|QLD,SA,VIC
Fulham Gardens|SA
Fullarton|SA
Fullerton|NSW
Fullerton Cove|NSW
Fumina|VIC
Fumina South|VIC
Furner|SA
Furnissdale|WA
Furracabad|NSW
Fyans Creek|VIC
Fyansford|VIC
Fyshwick|ACT
Gabalong|WA
Gabbadah|WA
Gabbin|WA
Gables|NSW
Gadara|NSW
Gadgarra|QLD
Gaeta|QLD
Gaffneys Creek|VIC
Gagalba|QLD
Gagebrook|TAS
Gailes|QLD
Gainsborough|VIC
Gainsford|QLD
Gairdner|WA
Gairloch|QLD
Gala Vale|NSW
Galambine|NSW
Galga|SA
Galilee|QLD
Galiwinku|NT
Galloways Hill|QLD
Galong|NSW
Galore|NSW
Galston|NSW
Gamboola|QLD
Gammon Ranges|SA
Gan Gan|NSW
Ganbenang|NSW
Gangalidda|QLD
Gangara|NSW
Gangat|NSW
Ganmain|NSW
Gannawarra|VIC
Gap Ridge|WA
Gapsted|VIC
Gapuwiyak|NT
Garah|NSW
Garangula|NSW
Garbutt|QLD
Garbutt Bc|QLD
Garbutt East|QLD
Garden City|VIC
Garden Island|SA,WA
Garden Island Creek|TAS
Garden Suburb|NSW
Gardenvale|VIC
Gardners Bay|TAS
Garema|NSW
Garfield|QLD,VIC
Garfield North|VIC
Gargett|QLD
Garibaldi|VIC
Garie|NSW
Garland|NSW
Garland Valley|NSW
Garnant|QLD
Garners Beach|QLD
Garoo|NSW
Garra|NSW
Garradunga|QLD
Garran|ACT
Garrawalt|QLD
Garthowen|NSW
Garvoc|VIC
Gascoyne Junction|WA
Gascoyne River|WA
Gateshead|NSW
Gateway Island|VIC
Gatton|QLD
Gatton College|QLD
Gatum|VIC
Gaven|QLD
Gawler|SA,TAS
Gawler Belt|SA
Gawler East|SA
Gawler Ranges|SA
Gawler River|SA
Gawler South|SA
Gawler West|SA
Gayndah|QLD
Gaythorne|QLD
Gazette|VIC
Gearys Flat|NSW
Geebung|QLD
Geegully Creek|WA
Geehi|NSW
Geelong|VIC
Geelong Mc|VIC
Geelong North|VIC
Geelong West|VIC
Geeveston|TAS
Geham|QLD
Geilston Bay|TAS
Gelantipy|VIC
Gellibrand|VIC
Gellibrand Lower|VIC
Gelliondale|VIC
Gelorup|WA
Gelston Park|NSW
Gemalla|NSW
Gembrook|VIC
Gemfields|QLD
Gemini Mountains|QLD
Gemmells|SA
Gemville|NSW
Genaven|QLD
Geneva|NSW
Genoa|VIC
Gentle Annie|VIC
Geographe|WA
George Town|TAS
Georges Creek|NSW,VIC
Georges Hall|NSW
Georges Plains|NSW
Georgetown|NSW,QLD,SA
Georgica|NSW
Georgina|QLD,WA
Gepps Cross|SA
Gerahmin|VIC
Geraldton|WA
Geraldton Dc|WA
Gerang Gerung|VIC
Gerangamete|VIC
Geranium|SA
Geranium Plains|SA
Gerard|SA
German Creek|QLD,SA
German Flat|SA
Germania|VIC
